Rank,Title,Status,Study Results,Conditions,Interventions,Outcome Measures,Last Update Posted,URL
57,Olfactory Deficits in MCI as Predictor of Improved Cognition on Donepezil,Completed,Has Results,Mild Cognitive Impairment,Drug: Donepezil|Drug: Atropine,Selective Reminding Test (SRT)|Total Number of Errors Measured Using the Alzheimer's Disease Assessment Scale - Cognitive (ADAS-Cog)|Pfeffer Functional Activities Questionnaire (FAQ)|Measurement of Everyday Cognition (Ecog)|Clinician's Interview Based Impression of Change Plus Caregiver Input (CIBIC-plus),13-Mar-18,https://ClinicalTrials.gov/show/NCT01845636
58,NMDA-enhancing Agent for the Treatment of Mild Cognitive Impairment,Completed,No Results Available,Mild Cognitive Impairment,Drug: DAOIB|Drug: Placebo,"Change from baseline in the Alzheimer's disease assessment scale - cognitive subscale at week 8, 16 and 24|Change from baseline in speed of processing (Category Fluency) at week 24|Change from baseline in Clinician's Interview-Based Impression of Change plus Caregiver Input at week 8, 16 and 24|Change from baseline in working memory (Wechsler Memory Scale, Spatial Span) at week 24|Change from baseline in verbal learning and memory tests (Wechsler Memory Scale, Word Listing) at week 24",24-Jan-18,https://ClinicalTrials.gov/show/NCT02239003
59,The Efficacy of Gliatilineå¨ on Post-stroke Patients With Vascular Cognitive Impairment no Dementia,Completed,No Results Available,Cognitive Impairment|Stroke,Drug: choline alfoscerate|Drug: placebo (for choline alphoscerate),the change of K-TMT-e A of K-VCIHS-NP in the choline alfoscerate vs the placebo groups.|the change of other determinants of K-VCIHS-NP in the choline alfoscerate vs the placebo groups,14-Oct-13,https://ClinicalTrials.gov/show/NCT01363648
60,Feasibility Study of a Computerized Cognitive Stimulation,Completed,No Results Available,"Mild Cognitive Impairment, So Stated",Behavioral: Computerized Cognitive Stimulation|Behavioral: Multimedia-based internet,GROBER-BUSCHKE TEST|Technologies Acceptation Questionnaire,22-Jun-17,https://ClinicalTrials.gov/show/NCT03195829
61,Impact of Grape Consumption on Brain Metabolism and Cognitive Function,Completed,No Results Available,Mild Cognitive Impairment,Dietary Supplement: Grape Powder|Dietary Supplement: Placebo Powder,"Change from baseline in neuropsychological (cognitive, functional) test results|Change from baseline in regional cerebral metabolism",04-Dec-14,https://ClinicalTrials.gov/show/NCT01573611
62,"A Phase II Trial of 18F-AV-45 Positron Emission Tomography (PET) Imaging in Healthy Volunteers, Patients With Mild Cognitive Impairment (MCI) and Patients With Alzheimer's Disease (AD)",Completed,Has Results,Alzheimer's Disease|Mild Cognitive Impairment,Drug: florbetapir F 18,Qualitative Amyloid Image Assessment|Mean Cortical to Cerebellum SUVR|Proportion of Positive Florbetapir-PET Scans,10-May-12,https://ClinicalTrials.gov/show/NCT00702143
63,"Effects of Tai Chi on Cognition, I-ADLs, and HRQOL in Older People With MCI",Completed,No Results Available,Mild Cognitive Impairment,Behavioral: Tai Chi,Change from baseline C-MMSE score at four months|Change from baseline IADL-CV score at four months|Change from baseline SF-12 score at four months,19-Jan-18,https://ClinicalTrials.gov/show/NCT03404765
64,Efficacy of Ubiquitous SR-based Memory Advancement and Rehabilitation Training (U-SMART),Completed,No Results Available,Mild Cognitive Impairment,Device: Phase I U-SMART (4 wks)|Other: Washout (2 wks)|Device: Phase II U-SMART (4 wks),"Change in the Word List Test (memory, recall, recognition) of the CERAD Neuropsychological Assessment Battery before and after phase I intervention and before and after phase II intervention (crossover part of the study)|Change in the Subjective Memory Complaints Questionnaire (SMCQ) before and after phase I intervention and before and after phase II intervention (crossover part of the study)|Change in the Geriatric Depression Scale (GDS) before and after phase I intervention and before and after phase II intervention (crossover part of the study)|Change in the Mini-Mental State Examination before and after phase I intervention and before and after phase II intervention (crossover part of the study)",20-Apr-16,https://ClinicalTrials.gov/show/NCT01688128
65,Ubiquitous Spaced Retrieval-based Memory Advancement and Rehabilitation Training,Completed,No Results Available,Mild Cognitive Impairment,Device: U-SMART,the five-point Likert scales for satisfaction and compliance|Word List Memory Test of the CERAD Neuropsychological Assessment Battery|Mini-Mental State Examination (MMSE),27-Jun-12,https://ClinicalTrials.gov/show/NCT01628653
66,"Brain Uptake and Safety With Probable Alzheimer's Disease, Amnestic Mild Cognitive Impairment and Healthy Volunteers",Completed,No Results Available,Alzheimer's Disease|Amnestic Mild Cognitive Impairment,Drug: AH110690 (18F) Injection,"Examine the efficacy and determine visual assessment of raised [18F] brain uptake for separating subjects with probable Alzheimer's Disease from healthy volunteers and assigning amnestic mild cognitive impairment cases to an AD or HV category.|Examine the efficacy and parameters of brain [18F] uptake for separating 25 subjects with probable AD from 25 HV, assigning 20 amnestic MCI cases to an AD or HV category by measuring ranges of regional cerebral to cerebellum tracer uptake ratios.",07-Dec-09,https://ClinicalTrials.gov/show/NCT00785759
67,Levetiracetam and Memory Function in Amnestic Mild Cognitive Impairment (MCI),Completed,Has Results,Mild Cognitive Impairment (MCI),Drug: Levetiracetam 62.5mg|Drug: Levetiracetam 125mg|Drug: Levetiracetam 250mg|Drug: Placebo,Brain Activity in the Dentate Gyrus / CA3 Subregion of the Hippocampus Measured With Blood Oxygenation Level Dependent (BOLD) Functional MRI|Behavioral Performance as Assessed in the Functional Magnetic Resonance Imaging (fMRI) Memory Task,21-Aug-17,https://ClinicalTrials.gov/show/NCT01044758
68,Brazil Nuts Effects on Selenium Status and Cognitive Performance,Completed,No Results Available,Mild Cognitive Impairment,Dietary Supplement: Brazil nut|Dietary Supplement: selenium,Selenium level in plasma and erythrocyte|cognitive performance,23-Apr-14,https://ClinicalTrials.gov/show/NCT02121457
69,Rehabilitation of Attention in Patients With MCI and Brain Subcortical Vascular Changes Using the APT-II,Completed,No Results Available,Mild Cognitive Impairment,Behavioral: Attention Process Training-II,Functionality in activities of daily living and quality of life|Cognitive performance|Transition to dementia|Cognitive plasticity,15-Jul-16,https://ClinicalTrials.gov/show/NCT02033850
70,Metformin in Amnestic Mild Cognitive Impairment,Completed,No Results Available,Amnestic Mild Cognitive Impairment,Drug: metformin|Drug: placebo,Total Recall in the Selective Reminding Test|ADAS-cog|rCMRgl in the posterior cingulate-precuneus.,14-Mar-13,https://ClinicalTrials.gov/show/NCT00620191
71,Cognitive Effects of Aerobic Exercise for MCI Adults,Completed,No Results Available,Mild Cognitive Impairment,Behavioral: Aerobic exercise,"Change in cognitive scores|Change in insulin sensitivity|Change in biomarkers associated with Alzheimer's disease progression|Correlation between cognitive scores, insulin sensitivity, & biomarkers",30-Jul-08,https://ClinicalTrials.gov/show/NCT00220467
72,Polyamine-enriched Diet in Healthy Older Adults With Subjective Cognitive Decline,Completed,No Results Available,Subjective Cognitive Decline,Dietary Supplement: Polyamine supplementation|Dietary Supplement: Placebo supplementation,Change in Cognitive Function (from neuropsychological test battery)|Laboratory parameters|Vascular parameters,22-Dec-16,https://ClinicalTrials.gov/show/NCT02755246
73,Memantine for Treatment of Cognitive Impairment in Patients With Parkinson's Disease and Dementia,Completed,Has Results,Parkinson's Disease|Cognitive Impairment|Dementia,Drug: Memantine|Drug: Placebo Oral Tablet,Change in Dementia Rating Scale (DRS) Memory Subscore|CIBIC-Plus Score,12-Sep-17,https://ClinicalTrials.gov/show/NCT00294554
74,Dexamethasone for the Prevention of Postoperative Cognitive Dysfunction,Completed,No Results Available,Postoperative Cognitive Dysfunction,Drug: Dexamethasone|Other: control group,Score in neuropsycological tests.,10-Sep-15,https://ClinicalTrials.gov/show/NCT01332812
75,"Mild Cognitive Impairment, Buddy Supported Exercise/ My Buddy Study",Completed,No Results Available,Mild Cognitive Impairment|Cognitive Disorders,Behavioral: 5-month aerobic exercise intervention,"Adherence (number of sessions attended and exercise duration in targeted heart rate zone)|Change in score on Digit Symbol Coding Test|Change in 400m walk time (from randomization to 5 months)|Change in Trail Making Test part B score|change in memory, measured by Rey AVLT delayed recall score, at 5 months",20-Dec-17,https://ClinicalTrials.gov/show/NCT01561820
76,Effects of a Complex Cognitive Training in Mild Cognitive Impairment and Mild Alzheimer's Disease,Completed,No Results Available,Alzheimer's Disease|Cognitive Impairment,Behavioral: complex cognitive training,"cognition: MMSE, ADAS-cog.|quality of life",29-Jan-09,https://ClinicalTrials.gov/show/NCT00544856
77,Non-pharmacological Interventions on Cognitive Functions in Older People With Mild Cognitive Impairment,Completed,No Results Available,Mild Cognitive Impairment|TTM|Physical Activity|Cognitive Rehabilitation,Behavioral: Exercise,Mini-Mental State Examination|The Alzheimer's Questionnaire|Taiwan version of Prospectiv and Retrospective Memory Questionaire (PRMQ)|Mobility|Depressive symptoms|Quality of life,04-Jun-18,https://ClinicalTrials.gov/show/NCT03545152
78,Rivastigmine Patch in Veterans With Cognitive Impairment Following TBI,Completed,Has Results,Traumatic Brain Injury|Cognitive Impairment,Drug: Rivastigmine Transdermal Patch,Number of Participants With Demonstrated Improvement From Baseline on the Hopkins Verbal Learning Test-Revised (HVLT-R) Total Recall|Twelve-week Change in University of California San Diego Performance-based Skills Assessment - Brief (UPSA-B)|Twelve-week Change in The PTSD Symptom Checklist-Military Version (PCL-M)|Twelve-week Change in Beck Depression Inventory-II (BDI-II),27-Feb-18,https://ClinicalTrials.gov/show/NCT01670526
79,Early Postoperative Cognitive Dysfunction After Closed Loop Anesthesia vs Inhalational Anesthesia or TIVA,Completed,No Results Available,Postoperative Cognitive Dysfunction,Device: auto total endovenous anesthesia|Device: Manual Desflurane anesthesia|Device: Manual Sevoflurane anesthesia|Device: Manual total endovenous anesthesia,Change from baseline of the Mini-Mental test examination score 15 min post anesthesia,06-Jul-16,https://ClinicalTrials.gov/show/NCT02656901
80,To Study the Effect of Sevoflurane and Propofol V Sevoflurane and Dexmedetomidine on Postoperative Cognitive Dysfunction,Completed,No Results Available,Postoperative Cognitive Dysfunction,Drug: Maintainance of anesthesia with Intravenous Propofol infusion|Drug: Maintainance of anesthesia with Intravenous Dexmedetomidine,Postoperative Cognitive Dysfunction (POCD) after major noncardiac surgery under general anesthesia in Propofol and Dexmedetomidine Group|Recovery time from the stopping of anesthetics agents to eye opening in both Propofol and Dexmedetomidine Group,29-Sep-17,https://ClinicalTrials.gov/show/NCT03145714
81,Effects of Eltoprazine on Cognitive Impairment Associated With Schizophrenia (CIAS) in Adults,Completed,No Results Available,Cognitive Impairment|Schizophrenia,Drug: Eltoprazine|Drug: Placebo,MATRICS Consensus Cognitive Battery (MCCB)|Continuous Performance Test-AX Version (CPT-AX)|N-Back|Brief Psychiatric Rating Scale (BPRS)|Calgary Depression Scale (CDS)|Scale for Assessment of Negative Symptoms (SANS)|Simpson-Angus Extrapyramidal Symptom Rating Scale (SAS)|Abnormal Involuntary Movement Scale (AIMS)|Barnes Akathisia Scale (BAS)|Columbia Suicide Severity Rating Scale (C-SSRS),14-Apr-15,https://ClinicalTrials.gov/show/NCT01266174
82,Ascending Dose Study of CT1812 in Healthy Volunteers,Completed,No Results Available,Cognitive Impairment,Drug: CT1812|Drug: Placebo,Incidence and review of Treatment Emergent Adverse Events [Safety and Tolerability],07-Sep-16,https://ClinicalTrials.gov/show/NCT02570997
83,Allopregnanolone for Mild Cognitive Impairment Due to Alzheimer's Disease or Mild AD,Completed,No Results Available,Mild Cognitive Impairment|Alzheimer Disease,Drug: Allopregnanolone injection (intravenous solution)|Drug: Placebo injection (intravenous solution),Safety profile: Adverse events|Safety profile: Clinical laboratory measurements|Safety profile: ARIA|Safety profile: Physical and neurological examination|Tolerability - Maximum tolerated dose (MTD)|Pharmacokinetic profile after single and multiple doses: Maximum Concentration (Cmax)|Pharmacokinetic profile after single and multiple doses: time attain to Cmax (Tmax)|Pharmacokinetic profile after single and multiple doses: Area under the curve (AUC)|Pharmacokinetic profile after single and multiple doses: Drug Clearance (CL)|Pharmacokinetic profile after single and multiple doses: apparent volume of distribution at steady state (Vss)|Cognitive tests (ADAS-Cog; MMSE/MoCA; ADCS-CGIC; CogState)|Brain MRI volumetrics,04-Jun-18,https://ClinicalTrials.gov/show/NCT02221622
